,Date,Tweets
291,2022-09-21,United Airlines flight DELAYED. Were you on flight UA883 on 21st September 2022 from London Heathrow Airport to Newark Liberty  Airport? You could claim upto £540! #flight  #flightdelay #Newark #London #UnitedAirlines Claim Now: https://t.co/XPcVjySOen https://t.co/g2UOfIMFIC
292,2022-09-21,United Airlines claim. Were you on flight UA3041 on 21st September 2022 from London Heathrow Airport to San Francisco  Airport? Claim today for your flight delay! #travel  #flightdelay #SanFrancisco #London #UnitedAirlines Claim Now: https://t.co/XPcVjySgoP https://t.co/16VTvpY2rV
293,2022-09-21,"RT @JaspreetTravels: Flaps down for an SNA departure 🚀 ✈️ 

#avgeek #unitedairlines https://t.co/cXbKx11P41"
294,2022-09-21,"Flaps down for an SNA departure 🚀 ✈️ 

#avgeek #unitedairlines https://t.co/cXbKx11P41"
295,2022-09-21,"ICAO: A445EF
Flt: UAL2116 #UnitedAirlines #IAH-#SFO
First seen: 2022/09/21 13:31:26
Min Alt: 19 ft AGL
Min Dist: 2.72 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/d7QtQ8s31f https://t.co/AYFIZ4vrjG"
296,2022-09-21,"Emirates and United Expand Market Presence Through New Agreement

Emirates and United signed a historic partnership agreement today that will enhance each airline’s network.

https://t.co/7UKt95CVla

#Ethiopia
#Emiratesairlines
#Unitedairlines
#Ethionegari https://t.co/ZCp82M7BQq"
297,2022-09-21,"ICAO: A23A28
Flt: UAL506 #UnitedAirlines #MSN-#DEN
First seen: 2022/09/21 12:36:24
Min Alt: 44 ft AGL
Min Dist: 2.41 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/CqN2RW3LE8 https://t.co/qOnctZZ0cZ"
298,2022-09-21,Should I play the game? #NewAndroidGame #gamedesign #AndroidGameplay #browsergames #Leagueofangels #UnitedAirlines https://t.co/ly9JAr2Jmo
299,2022-09-21,RT @wildmtntribe: @united - I am a US citizen in Paris with a medical emergency. I need the international contact number to change flights…
300,2022-09-21,@united - I am a US citizen in Paris with a medical emergency. I need the international contact number to change flights now. #paris #unitedAIRLINES #emergency
301,2022-09-21,Show us your skills!😍😍 #NewAndroidGame #browsergames #leagueofangels #UnitedAirlines https://t.co/mI2xcIhWFu
302,2022-09-21,There are many decisions in life.🎮🎮 #NewGame #NewAndroidGame #Gameplay #leagueofangels #UnitedAirlines #wewantspring https://t.co/Y79aes4E1q
303,2022-09-21,"ICAO: #A1F2B1
Flt: #UAL988 #UnitedAirlines #FRA-#IAD
First seen: 2022/09/21 13:11:17
Min Alt: 10300 ft MSL
Min Dist: 2.3 km

#planefence #adsb - docker:kx1t/planefence
https://t.co/IeZcS6WTeQ https://t.co/38ohbbiXVr"
304,2022-09-21,"ICAO: #A0F428
Flt: #UAL906 #UnitedAirlines #FRA-#ORD
First seen: 2022/09/21 13:08:22
Min Alt: 10075 ft MSL
Min Dist: 2.87 km

#planefence #adsb - docker:kx1t/planefence
https://t.co/uc9Df2Ax8I https://t.co/3Dj6pZuAjj"
305,2022-09-21,"ICAO: #A2CB14
Flt: #UAL181 #UnitedAirlines #FRA-#DEN
First seen: 2022/09/21 11:52:35
Min Alt: 10600 ft MSL
Min Dist: 1.74 km

#planefence #adsb - docker:kx1t/planefence
https://t.co/C5jknRNGiV https://t.co/5mlnfNRgaf"
306,2022-09-21,The game was great.🙊🙊🙊🙊🙊 #gamedesign #AndroidGameplay #Gameplay #UnitedAirlines #oninegame #spring https://t.co/mV5Y0HMVUv
307,2022-09-21,Is trading gift cards for United miles a good deal? #travel via @HeyJonTheGo https://t.co/74FmIfYrt4 #giftcards #manufacturedspend #unitedairlines
308,2022-09-21,Did you fly with United Airlines? Were you on flight UA927 on 20th September 2022 from London Heathrow Airport to San Francisco  Airport? You could have a claim! #travel  #flightdelay #SanFrancisco #London #UnitedAirlines Claim Now: https://t.co/XPcVjySgoP https://t.co/SyG1FmfTqo
309,2022-09-21,New United Airlines claim. Were you on flight UA921 on 20th September 2022 from London Heathrow Airport to Newark Liberty  Airport? Claim today for your flight delay! #travel  #flightdelay #Newark #London #UnitedAirlines Claim Now: https://t.co/XPcVjySOen https://t.co/6AVflEpodZ
310,2022-09-21,RT @HitechguruS: #AirCanada #UnitedAirlines Among 1st to Order New #HybridElectricPlane https://t.co/Mv1qXSQI28 #EV #Environment #Pollution…
311,2022-09-21,#AirCanada #UnitedAirlines Among 1st to Order New #HybridElectricPlane https://t.co/Mv1qXSQI28 #EV #Environment #Pollution #Green #heartaerospace #CleanTech #Greenenergy #Greentech #flying #startups #saab #Hybridelectricaircraft #ElectricAircraft #Aircraft #Airplane #CleanEnergy
312,2022-09-21,Small games are fun and grow with time.🎮 #NewGame #browsergame #UnitedAirlines #rpg https://t.co/Rog69VMz2W
313,2022-09-21,United Airlines Cancellation policies are fairly straightforward and transparent. #UnitedAirlines #unitedairlinesrefundpolicy #unitedairlinescancellationpolicy #unitedairlinescancellationfee #travel https://t.co/P02TtVlVHn
314,2022-09-21,"United has released images of its newest airport lounge, which will be opened next Tuesday at Phoenix Sky Harbor International Airport (PHX) @united @PHXSkyHarbor #Airport #Loungefly #lounge #USA #unitedairlines #Phoenix #airlines #aviation #LuxuryTravel #airports https://t.co/iuaWOuogTS"
315,2022-09-21,"United has released images of its newest airport lounge, which will be opened next Tuesday at Phoenix Sky Harbor International Airport (PHX) @united @PHXSkyHarbor #Airport #Loungefly #lounge #USA #unitedairlines #Phoenix #airlines #aviation #LuxuryTravel #airports https://t.co/0Sy9VRVYgO"
316,2022-09-21,There is a painting of Dream. #NewMobileGame #LoAcreativefans #UnitedAirlines #fightforglory https://t.co/LwwKzEMMSu
317,2022-09-21,I will also recommend that one.🤔🤔🤔🤔 #ios #Gameplay #gamedesign #rpg #browsergame #UnitedAirlines https://t.co/wZX34aT6Uh
318,2022-09-21,I'll be happy to play it again.🎮 #NewAndroidGame #browsergame #UnitedAirlines #winter https://t.co/Fx2Yu6GWrM
319,2022-09-21,"Our mighty 767-300 waiting for her departure to @BostonLogan under call-sign “united25”, taken at gate 232, @HeathrowAirport.
#beingunited #goodleadstheway #unitedairlines #boston @united @BOSINFLIGHT https://t.co/6hIyMjRPOh"
320,2022-09-21,"ICAO: A1F1A0
Flt: UAL106 #UnitedAirlines
First seen: 2022/09/21 05:33:30
Min Alt: 36000 ft MSL
Min Dist: 6.2 nm

#planefence #adsb 
https://t.co/jVBRh9kRIu https://t.co/2U2oQhl4g4"
321,2022-09-21,"United Airlines grounds 25 planes after missed inspections

#UnitedAirlines

https://t.co/8zK4xQbF7o"
322,2022-09-21,"ICAO: A445EF
Flt: UAL2602 #UnitedAirlines #ORD-#MSN
First seen: 2022/09/21 03:51:46
Min Alt: 4744 ft AGL
Min Dist: 9.98 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/d7QtQ8sAQN https://t.co/4dDYajXpck"
323,2022-09-21,"📈 Sep 20 — Daily Stock Market Headlines 🚀: https://t.co/G0NIj5IWW3 

#Stocks #StockMarket #Investing #Investment #Inflation #CPI #Canada #NVDA #UAL #BYND #COIN #META #Nvidia #UnitedAirlines #BeyondMeat #Coinbase https://t.co/RqNG5fA1CB"
324,2022-09-21,"ICAO: A23A28
Flt: UAL1967 #UnitedAirlines #DEN-#MSN
First seen: 2022/09/21 01:45:34
Min Alt: 44 ft AGL
Min Dist: 2.56 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/CqN2RW3dOA https://t.co/dBYYIlFD6B"
325,2022-09-21,"#UnitedAirlines removed 25 of its #Boeing 777-200 airplanes from service this week after discovering it had failed to perform required inspections on the wing leading-edge panels.

#united #B777 #aviation #AvGeek #avgeeks #flights #Travel #traveler #US 
https://t.co/u8Sjlhq0Gm"
326,2022-09-21,Flying home made better by Cathy and Mae at the ticket counter at San Diego airport. Friendly and very helpful. Thanks for making my day easier. Also at the gate for UA1761 Daniela was very helpful. #UnitedAirlines
327,2022-09-21,"ICAO: A837A6
Flt: UAL2386 #UnitedAirlines #EWR-#TPA
First seen: 2022/09/21 00:59:40
Min Alt: 94 ft AGL
Min Dist: 0.13 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/jmxM0gUkns https://t.co/4UM2DxdfSC"
328,2022-09-21,favorite game ever!😍😍😍😍😍  #UnitedAirlines #onlinegames #onlinegaming https://t.co/UNZqbtaeaP
329,2022-09-21,I hope you like it. #NewMobileGame #UnitedAirlines #onlinegames #rpggames https://t.co/T5xijpAKV5
330,2022-09-21,I've been a fan of this for a long time.👏👏👏👏 #gamedev #winter #browsergames #UnitedAirlines https://t.co/X6noUpxxnF
331,2022-09-20,Thanks for the comments and retweets. #gamedesign #UnitedAirlines #wewantspring #browsergame https://t.co/iHEyrEwm1a
332,2022-09-20,"ICAO: A837A6
Flt: UAL2386 #UnitedAirlines #EWR-#TPA
First seen: 2022/09/20 23:41:54
Min Alt: 3219 ft AGL
Min Dist: 8.67 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/jmxM0gUkns https://t.co/jHZcKjDTh6"
333,2022-09-20,United Airlines grounds 25 planes after missed inspections #unitedairlines #fintwit https://t.co/zuDyznSTTz
334,2022-09-20,"See those two molded panels that encroach into the legroom of this *extra legroom* seat? Imagine paying a premium for this seat for an int’l flight? Absurd, right? Airlines are truly so desperate for profit at the expense of human decency @United #UnitedAirlines https://t.co/DsNSi16i90"
335,2022-09-20,"ICAO: A0AD1D
Flt: UAL1945 #UnitedAirlines #SEA-#SFO
First seen: 2022/09/20 20:43:31
Min Alt: 69 ft AGL
Min Dist: 0.93 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/5jI9gKEoa3 https://t.co/2WQAZmyy3k"
336,2022-09-20,"#MEMES

#unitedairlines in real life be like:

#unitedairlines in Google Maps be like: https://t.co/i3TEHjsf08"
337,2022-09-20,"We got you covered! 
- William B.
.
#msfs2020 #virtualairline #virtualua #airplane #vatsim #fsx #p3d #xplane11 #travel #unitedairlines #instaplane #planespotting #b737 #boeing #boeing737 #pilot #avgeek #aviation https://t.co/IMvTzyjgR1"
338,2022-09-20,"ICAO: A0AD1D
Flt: UAL496 #UnitedAirlines #EWR-#SFO
First seen: 2022/09/20 19:26:54
Min Alt: 19 ft AGL
Min Dist: 1.96 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/5jI9gKEoa3 https://t.co/B9COr8SwdY"
339,2022-09-20,RT @RadarBox24: United Airlines flight #UA927 from Frankfurt to San Francisco declared an emergency and is diverting to London Heathrow: ht…
340,2022-09-20,"Found a video I took from one of the many times I flew out of my home state 💙 That view never gets old..

For my Avgeeks, bonus points if you can name the airport! 😉 #avgeek #preparefortakeoff #UnitedAirlines https://t.co/VZcyA7Iti1"
341,2022-09-20,Great game.🤔 #gamedev #ios #AndroidGameplay #onlinegaming #leagueofangels #UnitedAirlines https://t.co/ECt4GmxhZq
342,2022-09-20,I like this game. #Gameplay #gamedev #NewAndroidGame #UnitedAirlines #online #UnitedAirlines https://t.co/tZ9gFABUJA
343,2022-09-20,I'm the one playing the video game.🥺🥺🥺🥺 #NewGame #oninegame #UnitedAirlines #leagueofangels https://t.co/h4MEK1lZ0w
344,2022-09-20,A drawing that I had imagined. #android #browsergames #UnitedAirlines #onlinegames https://t.co/eBlUiE4GKN
345,2022-09-20,RT @RadarBox24: United Airlines flight #UA927 from Frankfurt to San Francisco declared an emergency and is diverting to London Heathrow: ht…
346,2022-09-20,"United Airlines flight #UA927 from Frankfurt to San Francisco declared an emergency and is diverting to London Heathrow: https://t.co/xEPzuYv5OG ✈️

#UnitedAirlines #Emergency #Squawk7700 https://t.co/qdSwdBPUsG"
347,2022-09-20,"@united might pull away from JFK! The airline claims nearby Newark EWR has more capacity. This is what it means for your groups. #meetsmart #meetingprofs #unitedairlines #travel
https://t.co/m9zn1z9Q03 https://t.co/idVAT5pwuK"
348,2022-09-20,"RT @AvSourceNews: #NEWS | According to data from @RadarBox24, United Airlines has far exceeded pre-COVID-19 numbers and is definitely a ris…"
349,2022-09-20,"RT @airwaysmagazine: Today in Aviation, the narrow-body airliner Douglas DC-8 enters service with Delta Air Lines (DL) in 1959. #AviationHi…"
350,2022-09-20,"If flying United Airlines, you should BYOD and make sure it is fully charged. https://t.co/Q04JeMXuTW #UnitedAirlines #skiing #HongKong #SanFrancisco"
351,2022-09-20,"RT @AvSourceNews: #NEWS | According to data from @RadarBox24, United Airlines has far exceeded pre-COVID-19 numbers and is definitely a ris…"
352,2022-09-20,"RT @AvSourceNews: #NEWS | According to data from @RadarBox24, United Airlines has far exceeded pre-COVID-19 numbers and is definitely a ris…"
353,2022-09-20,"#NEWS | According to data from @RadarBox24, United Airlines has far exceeded pre-COVID-19 numbers and is definitely a rising star within the US3.

Read more at AviationSource!

https://t.co/2UTqfxfV9e

#UnitedAirlines #COVID19 #AvGeek https://t.co/0gP7kW9nLA"
354,2022-09-20,Hope you enjoyed the game!👇👇👇👇👇 #Gameplay #mobilegame #Leagueofangels #onlinegame #UnitedAirlines https://t.co/Qm9eBh7x46
355,2022-09-20,"SUPER STEEP @united Boeing 757-200 Takeoff from @EWRairport !! ✈️✈️ 

Watch the Full Video Here: https://t.co/GqLJpXfKfl

#avgeek #boeing #boeing757 #aviation #takeoff #unitedairlines https://t.co/O8Ga5f2VUy"
356,2022-09-20,Welcome to @unitedaviate pathway program @siuaviation @siusalukiaviators @thisissiu @ngpa.siu @siucareers! #aviate #unitedairlines #wingman https://t.co/nkcIWd5YMo
357,2022-09-20,"Deal alert: United is offering $88 round-trip domestic flights. 
Many airlines are promoting travel as the normally slow fall travel season gets underway by providing cheap flight deals....
#UnitedAirlines 
https://t.co/0ZdpjySCC6"
358,2022-09-20,"United Airlines flight from TLV to SFO.
Asking flight attendant in Premier: can I please have pyjamas?
Flight attendant: we only have size L or  XL
#UnitedAirlines"
359,2022-09-20,Minister: Direct #Flights from #US to #Greece to Continue in the #Winter https://t.co/rfBoNZCjgl @Vkikilias @MinTourGR #VisitGreece #GreekTourism #travel #DeltaAirlines #AmericanAirlines #UnitedAirlines #Winter2022 #Autumn2022 #TravelLeadersForum #ttot
360,2022-09-20,United Airlines flight CANCELLED. Were you on flight UA919 on 20th September 2022 from London Heathrow Airport to Washington Dulles  Airport? Dont delay make them pay! #travel  #flightdelay #Washington #London #UnitedAirlines Claim Now: https://t.co/XPcVjySgoP https://t.co/MIx4rHYhKQ
361,2022-09-20,#Unitedairlines customer service passed the buck till I was told to send a messsage to customer cares via online.  I did and will have to wait up to 10 or even 30 days for a response to explain to me why they should not take full responsibility for -part2
362,2022-09-20,"#unitedairlines showed me the value of my premier status when I called customer service yesterday spoke and chatted on line with four individuals, spent close to two hours trying to see how they could fix their #travelready problem that ruined our family trip to bkk -part1"
363,2022-09-20,It came out better than expected.🙉🙉🙉 #gamedesign #AndroidGameplay #browsergames #tycoon #UnitedAirlines https://t.co/mFTLPCaG5W
364,2022-09-20,"ICAO: AA9B82
Flt: UAL506 #UnitedAirlines #MSN-#DEN
First seen: 2022/09/20 12:37:00
Min Alt: 19 ft AGL
Min Dist: 0.82 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/9A7NGEzxxA https://t.co/X7sZhAxzyi"
365,2022-09-20,"https://t.co/vXPgaqE3mn
#UnitedAirlines, #AmericanAirlines, and #DeltaAirlines are now providing additional flights for a few Middle Eastern countries including Israel. 
#CheapFlightstoIsrael, #DeltaCheapFlights #CheapDeltaFlights #cheapflights #cheaptickets #flightbooking https://t.co/nyO7bbIdRd"
366,2022-09-20,Enjoy the game!🎮 #NewMobileGame #fightforhonor #onlinegames #UnitedAirlines https://t.co/VL8LAP3fWp
367,2022-09-20,"ICAO: A445F0
Flt: UAL2116 #UnitedAirlines #IAH-#SFO
First seen: 2022/09/20 11:44:22
Min Alt: 19 ft AGL
Min Dist: 0.14 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/JlLdGo3tp3 https://t.co/4H3xG5UvBu"
368,2022-09-20,United to End Service Between San Diego and Los Angeles https://t.co/BpEOJrkgF9 #unitedairlines https://t.co/vVzctqBF8d
369,2022-09-20,"@united Funny I was reading a book Huey Newton of the Black Panthers wrote "" #unitedAIRLINES would destroy our news papers or call the Police and they would set them a blaze""! Also #twi &amp; #delta was in on conspiracy to stop US from reading BP papers worldwide!"
370,2022-09-20,Adventure time🥺🥺🥺🥺🥺 #ios #AndroidGameplay #oninegame #UnitedAirlines #rpg https://t.co/Nc8GswHk3A
371,2022-09-20,Game on!  #Leagueofangels #UnitedAirlines #LoAcreativefans https://t.co/VS9vVHycxG
372,2022-09-20,"ICAO: A254D6
Flt: UAL82 #UnitedAirlines #EWR-#DEL
First seen: 2022/09/20 11:55:39
Min Alt: 10654 m MSL
Min Dist: 2.38 km

#planefence #adsb - docker:kx1t/planefence
https://t.co/k1D0snSMuE"
373,2022-09-20,I really like this game.❤️❤️❤️  #UnitedAirlines #Easter #wewantspring https://t.co/ZavCvSvZuV
374,2022-09-20,The game was fun.🤔 #AndroidGameplay #NewMobileGame #gamedev #tycoon #LoAcreativefans #UnitedAirlines https://t.co/MmwOKTlXuy
375,2022-09-20,"ICAO: A31A73
Flt: UAL712 #UnitedAirlines #ORD-#DEL
First seen: 2022/09/20 09:53:42
Min Alt: 11263 m MSL
Min Dist: 0.49 km

#planefence #adsb - docker:kx1t/planefence
https://t.co/LQQNCYla9r"
376,2022-09-20,United Airlines compensation Alert! Were you on flight UA25 on 19th September 2022 from London Heathrow Airport to Logan  Airport? If so you are due compensation! #flight  #flightdelay #Boston #London #UnitedAirlines Claim Now: https://t.co/XPcVjySgoP https://t.co/Nw26R1AhD6
377,2022-09-20,New United Airlines claim. Were you on flight UA263 on 19th September 2022 from London Heathrow Airport to Denver  Airport? You could have a claim! #flight  #flightdelay #Denver #London #UnitedAirlines Claim Now: https://t.co/XPcVjySOen https://t.co/wYO0kXw9VG
378,2022-09-20,New United Airlines claim. Were you on flight UA959 on 19th September 2022 from London Heathrow Airport to Chicago OHare  Airport? If so you are due compensation! #flight  #flightdelay #Chicago #London #UnitedAirlines Claim Now: https://t.co/XPcVjySgoP https://t.co/bjP8AapXbL
379,2022-09-20,Did you fly with United Airlines? Were you on flight UA941 on 19th September 2022 from London Heathrow Airport to Newark Liberty  Airport? You could claim upto £540! #flight  #flightdelay #Newark #London #UnitedAirlines Claim Now: https://t.co/XPcVjySgoP https://t.co/HOxm9D7iOK
380,2022-09-20,United Airlines claim. Were you on flight UA935 on 19th September 2022 from London Heathrow Airport to Los Angeles  Airport? Dont delay make them pay! #flight  #flightdelay #LosAngeles #London #UnitedAirlines Claim Now: https://t.co/XPcVjySgoP https://t.co/yhozQMzCTA
381,2022-09-20,United Airlines compensation Alert! Were you on flight UA925 on 19th September 2022 from London Heathrow Airport to Washington Dulles  Airport? You could have a claim! #flight  #flightdelay #Washington #London #UnitedAirlines Claim Now: https://t.co/XPcVjySgoP https://t.co/8aC5ruVTYp
382,2022-09-20,game time! #android #mobilegame #NewMobileGame #browsergames #UnitedAirlines #tRPG https://t.co/bLcVhDG4Ir
383,2022-09-20,"Emirates, United ink agreement to enhance each other’s networks
@emirates @united 
#FlyEmirates #Emirates #UnitedAirlines #UnitedEmirates  https://t.co/97Imxruo9L"
384,2022-09-20,Thanks for the games!💕 #gamedesign #fightforglory #UnitedAirlines #リーグオブエンジェルズ https://t.co/8kKeAJ7DYd
385,2022-09-20,"RT @AvSourceNews: #NEWS | Double daily means double capacity: United Airlines is set to increase its flight to Melbourne, Australia service…"
386,2022-09-20,RT @AvSourceNews: #NEWS | United Airlines and Dubai-based carrier Emirates have come together for a historic interlining commercial agreeme…
387,2022-09-20,I wonder if you can look at the same sky as I do right now.🙈🙈🙈 #gamedesign #NewAndroidGame #rpg #リーグオブエンジェルズ #UnitedAirlines https://t.co/tKJQtNvUjl
388,2022-09-20,I had fun with fanarts.👏👏👏👏  #UnitedAirlines #Easter #oninegame https://t.co/E92LE1AmrN
389,2022-09-20,I want to draw characters with different looks.🤗🤗 #NewGame #gamedesign #gamedev #oninegame #UnitedAirlines #tycoon https://t.co/9TPmzipwTQ
390,2022-09-20,"ICAO: A445F0
Flt: UAL2602 #UnitedAirlines #ORD-#MSN
First seen: 2022/09/20 03:10:58
Min Alt: -131 ft AGL
Min Dist: 2.65 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/JlLdGo3tp3 https://t.co/lQSgR4LcPp"
391,2022-09-20,"#unitedairlines Thanks United Airlines for deserting all passengers in Punta Cana as soon as Hurricane Fiona hit. #HurricaneFiona 
You cancel flight and then dont book anyone on any flights including it not even showing up in past trips. All other flights took off. Useless United"
392,2022-09-20,@EWRairport @united it’s 10:18 pm and her plane just got to a gate. Landed at 9:23 pm! Absolutely ridiculous!! Do better @EWRairport #EWR #newarkinternationalairport #unitedairlines 😡
393,2022-09-20,@EWRairport @united my daughter has been sitting on the ground for approx 40 minutes waiting for a gate to deplane! Unacceptable! #newarkairport #unitedairlines
394,2022-09-20,I like them.🙉🙉🙉🙉 #android #UnitedAirlines #UnitedAirlines #tRPG https://t.co/WtQlFBL14y
395,2022-09-20,"ICAO: AA9B82
Flt: UAL1967 #UnitedAirlines #DEN-#MSN
First seen: 2022/09/20 01:32:26
Min Alt: -131 ft AGL
Min Dist: 2.52 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/9A7NGEzxxA https://t.co/DuS2g9uCRj"
396,2022-09-20,Thank you for the fan art. #ios #Gameplay #leagueofangels #rpggames #UnitedAirlines https://t.co/k77t2CFVKA
397,2022-09-20,"Electric aircraft, supersonic, +270 new aircrafts coming to our fleet, in addition to the largest SAF order in the industry 🤩 #unitedairlines https://t.co/aIqI2lMLr4"
398,2022-09-19,Not sure how @united goes from a 10 minute to a two hour delay to a now 45 minute delay instead. But you just keep being you #unitedairlines
399,2022-09-19,United Airlines and Emirates Enter in to Historic Route Agreement https://t.co/yWPzvvLTDR #unitedairlines https://t.co/bbcUtnXxrM
400,2022-09-19,RT @Patrick28281100: Awesome game!🤗🤗🤗 #mobilegame #gamedev #UnitedAirlines #online #rpggames https://t.co/tHeOE4YLgj
401,2022-09-19,Awesome game!🤗🤗🤗 #mobilegame #gamedev #UnitedAirlines #online #rpggames https://t.co/tHeOE4YLgj
402,2022-09-19,I need this game. #NewMobileGame #online #loa #UnitedAirlines https://t.co/5DxoocfIjh
403,2022-09-19,It inspired me.🤔🤔🤔🤔 #NewAndroidGame #android #onlinegame #UnitedAirlines #oninegame https://t.co/AnifYY9K6f
404,2022-09-19,"Cheap Flights - 🇬🇷 United Airlines $605 (Los Angeles ✈️ Rhodos) 🌇🚀 https://t.co/gG4N9NHNHf 

#cheapflights #unitedairlines #travel #rhodos #greece"
405,2022-09-19,Random thought. It would be great if Airlines stop charging for carry on and checked bags again... #UnitedAirlines #DeltaAirLines #AmericanAirlines
406,2022-09-19,"United strikes again ! #unitedairlines came in from an international flight, attempted 2 check my bag for my domestic well before 30 mins and ur baggage guy refuse to take my bag sent me to service whontold me I was fine &amp; he refused ! I’ve now missed a flight from your employee https://t.co/wbScEps9HH"
407,2022-09-19,"[#UnitedAirlines] Restarts Melbourne-Los Angeles flights, giving Qantas much needed competition - Executive Traveller https://t.co/v7QNjwc2or https://t.co/ks3SuOjoum"
408,2022-09-19,"ICAO: A39FB7
Flt: UAL1945 #UnitedAirlines #SEA-#SFO
First seen: 2022/09/19 20:24:07
Min Alt: -31 ft AGL
Min Dist: 0.72 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/vWvfw5wiVd https://t.co/da324G0Jcj"
409,2022-09-19,@united This is absolutely unacceptable to offer me a flight home five days from now. I need to return to my job and my children. Please do better and assist. #unitedairlines #HurricaneFiona
410,2022-09-19,"ICAO: A39FB7
Flt: UAL496 #UnitedAirlines #EWR-#SFO
First seen: 2022/09/19 18:42:13
Min Alt: -131 ft AGL
Min Dist: 0.76 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/vWvfw5wiVd https://t.co/22cb6KjKuu"
411,2022-09-19,We're playing a game.💕💕💕💕💕  #UnitedAirlines #loa #browsergame https://t.co/QJjORyyKaW
412,2022-09-19,It will be good for a new game. #NewMobileGame #android #onlinegaming #spring #UnitedAirlines https://t.co/2x75sfYuqS
413,2022-09-19,United Airlines Invests an Additional $15 Million in Electric Flying Taxi Market https://t.co/OSx0wnR6x8 #unitedairlines https://t.co/p0S2H3zOQL
414,2022-09-19,"The BOOM Overture aircraft...engines not included. Since #Rollsroyce withdrew from the program none of the other engine suppliers have shown interest. #UnitedAirlines and #AmericanAirlines might need our HYPERLINER (TM). Engines included. #welikehyperfast

https://t.co/4PdA50GpJ0 https://t.co/p7N8QEjkxg"
415,2022-09-19,If you just do it now you'll get it over with.🙈🙈 #gamedesign #android #NewMobileGame #UnitedAirlines #rpggames #browsergame https://t.co/NxAfcxDcAl
416,2022-09-19,@united Not looking for apology. More helpful for those who will miss flights to do something. Send ppl to G security since it’s all connected. #sfo #security #unitedairlines
417,2022-09-19,"United Airlines - 5 1/2 hour delay out of Newark to London.  Finally left at 3:30 am.  3 1/2 hour delay out of Dublin to Newark.  AND after paying for business class seats, we were downgraded to Economy Plus because the plane changed.  #united #unitedairlines"
418,2022-09-19,"RT @AmericoNewsUS: Here at Americo, we've always known how @united treat their customers. Let's all choose another airline. #UnitedAirlines…"
419,2022-09-19,"More than 40 Indian-Americans have been elected at various state and federal levels including four in the U.S. House of Representatives — Dr Ami Bera, Ro Khanna, Raja Krishnamoorthi and #PramilaJayapal. 

#airindia #indiatousa #airtravel #flytoIndia #unitedairlines #cheaptickets"
420,2022-09-19,"Fall specials: $100 round-trip tickets to warm-weather cities.
It was uncommon to find round-trip tickets with only two digits throughout the summer. 
#UnitedAirlines 
#JetBlue
https://t.co/idMk1cq7rQ"
421,2022-09-19,"ICAO: A05DBC
Flt: UAL506 #UnitedAirlines #MSN-#DEN
First seen: 2022/09/19 12:38:37
Min Alt: -106 ft AGL
Min Dist: 2.7 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/4XzB4sJVWm https://t.co/PPvkIWb69t"
422,2022-09-19,"#Deltaairlines @Delta #DAL #LUV @SouthwestAir #UAL @UnitedAirlines_ #AAL @AmericanAir   #unitedairlines @UnitedAirlines_ 

This is unacceptable anymore two fucking years with your stock down and to make it worse now it’s at 50%!!

What the fuck are you doing ?

Burning investors?"
423,2022-09-19,"United Airlines members with a foe Emirates, which projects Dubai flights
https://t.co/6uLXuZjYiG #dubai #projects #emirates #members #unitedairlines #flights #foe #unitedairlines #business #Dubai #NewarkLiberty #Gulfairline #pandemic @THECEOPUB https://t.co/t5TndZJOft"
424,2022-09-19,Had a bad experience at Newark airport United Club.  Contacted them a week ago; no response. #UnitedAirlines
425,2022-09-19,"ICAO: A923CF
Flt: UAL2116 #UnitedAirlines #IAH-#SFO
First seen: 2022/09/19 11:42:58
Min Alt: -81 ft AGL
Min Dist: 2.51 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/MdyVetFYQP https://t.co/DvRrVIUZzt"
426,2022-09-19,"#Deltaairlines @Delta #DAL #LUV @SouthwestAir #UAL @UnitedAirlines_ #AAL @AmericanAir   #unitedairlines @UnitedAirlines_ 

Boost your fucking stock already - you are burning investors that have stood with you in the worst of times"
427,2022-09-19,This is a great game.🎮🎮🎮🎮🎮 #gamedev #fightforglory #onlinegaming #UnitedAirlines https://t.co/nSFdjvbHVb
428,2022-09-19,#Deltaairlines @Delta #DAL #LUV @SouthwestAir #UAL @UnitedAirlines_ #AAL @AmericanAir   #unitedairlines @UnitedAirlines_ Boost your damn fucking stocks and stop manipulations and theft- we are at pre pandemic travel numbers !!
